Tags,Device Name,IP Address,Device Family,Site,Reachability,Support Type,MAC Address,Platform,Serial Number,Uptime,Last Updated,Resync Interval,Manageability,Device Role,Device Series,AP LED Flash Status,Advisories,Template Provision Status,Software Image,Template Conflict Status,Image Version,OS Update Status,Image Needs Update,Image Precheck Status,Provisioning Status,Credential Status,Last Provisioned,Associated WLC IP,AP CDP Neighbors,AP Group Name,Flex Group Name,AP Ethernet Mac Address,AP Location,RF Profile,Policy Tag,Site Tag,Application Telemetry,Replacement Serial Number,Replace Status,Compliance,Integrity Verification,EoX Status,Health Score
Edge-Node,248-g40-a-1.net.uwa.edu.au,10.88.24.121,Switches and Hubs,Global/CRAWLEY/248/Ground Floor,Reachable,Supported,18:59:f5:2e:50:80,C9300L-24P-4X,FOC2604YJRH,18 days 3 hrs ,about 19 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",248-g41-a-1.net.uwa.edu.au,10.88.24.1,Switches and Hubs,Global/CRAWLEY/248/Test,Reachable,Supported,a0:3d:6e:0e:bc:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2451LQYG, FOC2629YNPU",18 days 3 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Physics DP",248-g41-a-2.net.uwa.edu.au,10.88.24.7,Switches and Hubs,Global/CRAWLEY/248/Ground Floor,Reachable,Supported,40:f0:78:10:54:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2443LAD0, FOC2451LQW2",18 days 3 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,6,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Physics DP",248-test-a-1.net.uwa.edu.au,10.88.24.90,Switches and Hubs,Global/CRAWLEY/248/Test,Reachable,Supported,90:eb:50:6e:cf:00,C9300L-48P-4X,FOC2715Y00U,18 days 3 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,3 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
Extended Edge-Node,248-test-e-1.net.uwa.edu.au,10.88.191.251,Switches and Hubs,Global/CRAWLEY/248/Test,Reachable,Supported,a0:bc:6f:49:5f:c0,IE-3300-8U2X,FCW2804Y8W9,23 hrs 7 mins ,about 19 hours,24:00:00,Managed,ACCESS,Cisco Catalyst IE3300 Rugged Series,Unsupported,N/A (Device was either added after the last scan or was not reachable during the last scan. Please scan again to update security vulnerabilities information.),[object Object],ie3x00-universalk9.17.09.04a.SPA.bin,[object Object],17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,2 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,-10,10
"Aggregation Switch,Physics DP",248-test-g-1.net.uwa.edu.au,10.88.24.89,Switches and Hubs,Global/CRAWLEY/248/Test,Reachable,Supported,48:2e:72:13:de:20,C9500-24Y4C,FDO26161ST2,18 days 3 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",272-g16a-a-1.net.uwa.edu.au,10.88.24.87,Switches and Hubs,Global/CRAWLEY/272/Ground Floor,Reachable,Supported,3c:8b:7f:fb:68:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YNG9, FOC2629YQRB, FOC2629YQNA, FOC2629YN51",117 days 1 hr ,about 3 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Physics DP",274-g27-a-1.net.uwa.edu.au,10.88.24.53,Switches and Hubs,Global/CRAWLEY/274/Ground Floor,Reachable,Supported,ac:bc:d9:0e:e2:00,C9300L-24P-4X,FOC2604YHWH,117 days 1 hr ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",275-g86-a-1.net.uwa.edu.au,10.88.24.21,Switches and Hubs,Global/CRAWLEY/275/Ground Floor,Reachable,Supported,4c:71:0c:32:61:00,"C9300-48UXM, C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN","FCW2336C1C7, FOC2330X0UQ, FOC2330X0VM, FOC2330X0US, FJC2406T072",117 days 1 hr ,1 minute,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,6,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2,8
"Edge-Node,Physics DP",275-g86-a-2.net.uwa.edu.au,10.88.24.22,Switches and Hubs,Global/CRAWLEY/275/Ground Floor,Reachable,Supported,0c:75:bd:ef:db:80,"C9300-48UN, C9300-48UXM, C9300-48UN, C9300-48UXM, C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN","FOC2330X0UU, FCW2336G0Y0, FCW2330D0S6, FCW2336G0Y3, FJC2406E0AV, FOC2330W0U4, FJC2406S0DZ, FOC2330X0U5",117 days 51 mins ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,6,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Failed,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2,8
"Edge-Node,Physics DP",275-g86-a-3.net.uwa.edu.au,10.88.24.23,Switches and Hubs,Global/CRAWLEY/275/Ground Floor,Reachable,Supported,08:4f:f9:7b:85:00,C9300-48UN,FCW2330G0TE,117 days 1 hr ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,3,10
"Aggregation Switch,Physics DP",275-g86-g-1.net.uwa.edu.au,10.88.24.19,Switches and Hubs,Global/CRAWLEY/275/Ground Floor,Reachable,Supported,48:2e:72:13:ea:00,C9500-24Y4C,FDO26161SVT,117 days 1 hr ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
Edge-Node,329-113-a-1.net.uwa.edu.au,10.88.40.20,Switches and Hubs,Global/CRAWLEY/329/First Floor,Reachable,Supported,80:24:8f:84:17:80,C9300L-48P-4X,FOC2542YPGA,117 days 3 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Aggregation Switch,Science DP",329-113-g-1.net.uwa.edu.au,10.88.40.18,Switches and Hubs,Global/CRAWLEY/329/First Floor,Reachable,Supported,c0:f8:7f:70:31:20,C9500-24Y4C,FDO26160PD5,77 days 22 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
Edge-Node,329-155-a-1.net.uwa.edu.au,10.88.40.21,Switches and Hubs,Global/CRAWLEY/329/First Floor,Reachable,Supported,80:24:8f:87:35:00,C9300L-48P-4X,FOC2542YQX8,117 days 3 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
Edge-Node,329-192-a-1.net.uwa.edu.au,10.88.40.22,Switches and Hubs,Global/CRAWLEY/329/First Floor,Reachable,Supported,80:24:8f:59:a0:00,C9300L-48P-4X,FOC2542YFSN,117 days 3 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
Edge-Node,329-226-a-1.net.uwa.edu.au,10.88.40.23,Switches and Hubs,Global/CRAWLEY/329/Second Floor,Reachable,Supported,80:24:8f:86:7c:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X","FOC2542YFYT, FOC2542YKYF, FOC2529LJQ8",117 days 2 hrs ,3 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Science DP",330-184a-a-1.net.uwa.edu.au,10.88.40.26,Switches and Hubs,Global/CRAWLEY/330/First Floor,Reachable,Supported,cc:ed:4d:f2:65:80,C9300L-24P-4X,FOC2604YHZ0,5 hrs 7 mins ,about 5 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",338-173-a-1.net.uwa.edu.au,10.88.24.28,Switches and Hubs,Global/CRAWLEY/338/First Floor,Reachable,Supported,18:59:f5:2e:41:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2604YJVN, FOC2604YJ09",117 days 4 hrs ,1 minute,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",338-211-a-1.net.uwa.edu.au,10.88.24.55,Switches and Hubs,Global/CRAWLEY/338/Second Floor,Reachable,Supported,ac:bc:d9:0f:2b:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2604YK6C, FOC2629YNEH",117 days 4 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2,10
"Aggregation Switch,Physics DP",338-211-g-1.net.uwa.edu.au,10.88.24.32,Switches and Hubs,Global/CRAWLEY/338/Second Floor,Reachable,Supported,20:cf:ae:58:91:e0,C9500-24Y4C,FDO25340DBD,117 days 4 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",338-g77-a-1.net.uwa.edu.au,10.88.24.37,Switches and Hubs,Global/CRAWLEY/338/Ground Floor,Reachable,Supported,14:a2:a0:87:84:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2604YK7T, FOC2629YRL8, FOC2630Y3CZ",117 days 4 hrs ,1 minute,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
Edge-Node,344-1117-a-1.net.uwa.edu.au,10.88.40.97,Switches and Hubs,Global/CRAWLEY/344/First Floor,Reachable,Supported,24:6c:84:08:f7:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YUVT, FOC2716YUT5, FOC2716YUSR, FOC2716YV9R, FOC2716YTDH",24 days 4 hrs ,8 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,3,8
Edge-Node,344-2111-a-1.net.uwa.edu.au,10.88.40.95,Switches and Hubs,Global/CRAWLEY/344/Second Floor,Reachable,Supported,4c:ec:0f:cf:f9:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YUVY, FOC2716YTCQ, FOC2716YTNH",10 days 4 hrs ,about 1 hour,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,9 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,3,8
Edge-Node,344-2111-a-2.net.uwa.edu.au,10.88.40.96,Switches and Hubs,Global/CRAWLEY/344/Second Floor,Reachable,Supported,4c:ec:0f:c7:27:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YV1U, FOC2716YV5M, FOC2716YUKP, FOC2716YTL5",1 hr 35 mins ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,3,10
Aggregation Switch,344-2111-g-1.net.uwa.edu.au,10.88.40.93,Switches and Hubs,Global/CRAWLEY/344/Second Floor,Reachable,Supported,24:d5:e4:73:29:c0,C9500-24Y4C,FDO27500W8T,10 days 4 hrs ,about 2 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
Edge-Node,344-g03-a-1.net.uwa.edu.au,10.88.40.98,Switches and Hubs,Global/CRAWLEY/344/Ground Floor,Reachable,Supported,4c:ec:0f:ac:97:80,C9300L-48P-4X,FOC2716YUY4,34 days 23 hrs ,about 7 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2,10
"Edge-Node,Science DP",345-197-a-1.net.uwa.edu.au,10.88.40.13,Switches and Hubs,Global/CRAWLEY/345/First Floor,Reachable,Supported,80:24:8f:9e:91:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2542YL1S, FOC2604YK4M",117 days 2 hrs ,about 3 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",345-210-a-1.net.uwa.edu.au,10.88.40.14,Switches and Hubs,Global/CRAWLEY/345/Second Floor,Reachable,Supported,b8:a3:77:8b:ad:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YC9U, FOC2604YK7E, FOC2629YNGU",117 days 2 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",345-g01c-a-1.net.uwa.edu.au,10.88.40.12,Switches and Hubs,Global/CRAWLEY/345/Ground Floor,Reachable,Supported,80:24:8f:86:81:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YFXA, FOC2604YHLV, FOC2629YRGY",117 days 2 hrs ,1 minute,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Aggregation Switch,Science DP",345-g01c-g-1.net.uwa.edu.au,10.88.40.10,Switches and Hubs,Global/CRAWLEY/345/Ground Floor,Reachable,Supported,20:cf:ae:7b:68:a0,C9500-24Y4C,FDO25340D7U,117 days 2 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",346-215a-a-1.net.uwa.edu.au,10.88.40.1,Switches and Hubs,Global/CRAWLEY/346/Second Floor,Reachable,Supported,8c:94:1f:7b:55:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X","FOC2443L9U9, FOC2443L9VK, FOC2443LA99, FOC2443LA75, FOC2443L4LV",19 days 8 hrs ,2 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Science DP",347-234-a-1.net.uwa.edu.au,10.88.40.32,Switches and Hubs,Global/CRAWLEY/347/Second Floor,Reachable,Supported,80:24:8f:57:6c:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YCW2, FOC2542YKWC, FOC2542YPFV",117 days 2 hrs ,about 5 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Science DP",347-g14-a-1.net.uwa.edu.au,10.88.40.30,Switches and Hubs,Global/CRAWLEY/347/Ground Floor,Reachable,Supported,80:24:8f:a9:86:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YPG9, FOC2542YFKF, FOC2542YPG3, FOC2604YK9A, FOC2604YKBH, FOC2604YKBX",117 days 2 hrs ,4 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Aggregation Switch,Science DP",347-g14-g-1.net.uwa.edu.au,10.88.40.28,Switches and Hubs,Global/CRAWLEY/347/Ground Floor,Reachable,Supported,48:2e:72:13:b2:60,C9500-24Y4C,FDO26160PB7,77 days 22 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",349-101-a-1.net.uwa.edu.au,10.88.40.35,Switches and Hubs,Global/CRAWLEY/349/First Floor,Reachable,Supported,44:88:16:0e:ed:00,C9300L-48P-4X,FOC2629YQHR,117 days 2 hrs ,less than a minute,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",351-192a-a-1.net.uwa.edu.au,10.88.24.5,Switches and Hubs,Global/CRAWLEY/351/First Floor,Reachable,Supported,8c:94:1f:81:81:00,C9300L-48P-4X,FOC2443L9NV,117 days 1 hr ,about 9 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",351-293-a-1.net.uwa.edu.au,10.88.24.6,Switches and Hubs,Global/CRAWLEY/351/Second Floor,Reachable,Supported,40:f0:78:10:5f:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2443LACE, FOC2604YJF7",117 days 1 hr ,34 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",351-g91-a-1.net.uwa.edu.au,10.88.24.4,Switches and Hubs,Global/CRAWLEY/351/Ground Floor,Reachable,Supported,04:76:b0:ae:a8:00,"C9300L-48P-4X, C9300L-24P-4X","FOC2443LACC, FOC2443L4LT",117 days 1 hr ,43 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Aggregation Switch,Physics DP",351-g91-g-1.net.uwa.edu.au,10.88.24.2,Switches and Hubs,Global/CRAWLEY/351/Ground Floor,Reachable,Supported,dc:77:4c:ae:4c:00,C9500-16X,FOC2443LBFL,117 days 1 hr ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",352-218-a-1.net.uwa.edu.au,10.88.24.85,Switches and Hubs,Global/CRAWLEY/352/Second Floor,Reachable,Supported,44:88:16:0e:cb:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X","FOC2629YQNY, FOC2629YR9D, FOC2629YQL2, FOC2629YM4M, FOC2629YPZB, FOC2604YHX2",117 days 1 hr ,11 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Physics DP",352-218-a-2.net.uwa.edu.au,10.88.24.86,Switches and Hubs,Global/CRAWLEY/352/Second Floor,Reachable,Supported,88:fc:5d:5f:49:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X","FOC2629YSCA, FOC2629YRBN, FOC2629YNGW, FOC2547YD3F",117 days 1 hr ,less than a minute,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Aggregation Switch,Physics DP",352-218-g-1.net.uwa.edu.au,10.88.24.83,Switches and Hubs,Global/CRAWLEY/352/Second Floor,Reachable,Supported,80:6a:00:6d:72:80,C9500-24Y4C,FDO2614052A,117 days 1 hr ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",352-2205-a-1.net.uwa.edu.au,10.88.24.81,Switches and Hubs,Global/CRAWLEY/352/Second Floor,Reachable,Supported,44:88:16:0f:11:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YQJL, FOC2629YRBD, FOC2629YS12",117 days 1 hr ,21 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",352-2205-a-2.net.uwa.edu.au,10.88.24.82,Switches and Hubs,Global/CRAWLEY/352/Second Floor,Reachable,Supported,3c:8b:7f:fb:6e:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YNHH, FOC2629YP5H, FOC2629YNGZ, FOC2629YQXK, FOC2629YS3A",117 days 1 hr ,1 minute,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
