Tags,Device Name,IP Address,Device Family,Site,Reachability,Support Type,MAC Address,Platform,Serial Number,Uptime,Last Updated,Resync Interval,Manageability,Device Role,Device Series,AP LED Flash Status,Advisories,Template Provision Status,Software Image,Template Conflict Status,Image Version,OS Update Status,Image Needs Update,Image Precheck Status,Provisioning Status,Credential Status,Last Provisioned,Associated WLC IP,AP CDP Neighbors,AP Group Name,Flex Group Name,AP Ethernet Mac Address,AP Location,AP Zone Name,RF Profile,Policy Tag,Site Tag,Application Telemetry,Replacement Serial Number,Replace Status,Compliance,Integrity Verification,EoX Status,Health Score
"DP-Science,Edge-Node",211-3100-a-1.net.uwa.edu.au,10.88.40.56,Switches and Hubs,Global/CRAWLEY/211/Third Floor,Reachable,Supported,3c:8b:7f:fb:6d:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YNG2, FOC2629YKCH, FOC2629YMZH",19 days 6 hrs ,22 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Science,Edge-Node",211-3112-a-1.net.uwa.edu.au,10.88.40.57,Switches and Hubs,Global/CRAWLEY/211/Third Floor,Reachable,Supported,f8:e9:4f:9a:f6:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2629Y5FW, FOC2629YRP7",122 days 5 hrs ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Science,Edge-Node",211-4100-a-1.net.uwa.edu.au,10.88.40.58,Switches and Hubs,Global/CRAWLEY/211/Fourth Floor,Reachable,Supported,3c:26:e4:05:60:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YKCU, FOC2629YNFY, FOC2629YL7K, FOC2629YQJ2",122 days 5 hrs ,19 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Science,Edge-Node",211-4113-a-1.net.uwa.edu.au,10.88.40.59,Switches and Hubs,Global/CRAWLEY/211/Fourth Floor,Reachable,Supported,3c:8b:7f:ce:23:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2629YS05, FOC2629YS2B",122 days 5 hrs ,9 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",211-g100-a-1.net.uwa.edu.au,10.88.40.50,Switches and Hubs,Global/CRAWLEY/211/Ground Floor,Reachable,Supported,44:88:16:0e:cd:80,"C9300L-48P-4X, C9300L-24P-4X","FOC2629YQNB, FOC2617ZC35",122 days 5 hrs ,18 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",211-g113-a-1.net.uwa.edu.au,10.88.40.51,Switches and Hubs,Global/CRAWLEY/211/Ground Floor,Reachable,Supported,44:88:16:0c:9f:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YR9A, FOC2629YSCG, FOC2629YSDX",122 days 5 hrs ,7 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",222-187-a-1.net.uwa.edu.au,10.88.24.17,Switches and Hubs,Global/CRAWLEY/222/First Floor,Reachable,Supported,70:18:a7:22:d9:00,"C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN","FCW2245L0AC, FCW2245L0AB, FCW2245D0E5, FCW2245C0E7, FCW2245G09Q, FCW2245G09Z, FCW2245G0AC, FCW2245L0AD",122 days 6 hrs ,13 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Physics,Edge-Node",222-187-a-2.net.uwa.edu.au,10.88.24.18,Switches and Hubs,Global/CRAWLEY/222/First Floor,Reachable,Supported,70:18:a7:22:dd:80,"C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN","FCW2245G09P, FOC2245U0EC, FCW2245D0E8, FCW2245G09K, FCW2245C0E4, FCW2245G09U",122 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"Aggregation Switch,DP-Physics",222-187-g-1.net.uwa.edu.au,10.88.24.15,Switches and Hubs,Global/CRAWLEY/222/First Floor,Reachable,Supported,c0:f8:7f:70:66:e0,C9500-24Y4C,FDO26161SVH,122 days 6 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",223-197-a-1.net.uwa.edu.au,10.88.24.30,Switches and Hubs,Global/CRAWLEY/223/First Floor,Reachable,Supported,40:06:d5:7e:6e:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2604YKC4, FOC2603YQN4",122 days 6 hrs ,about 5 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Physics,Edge-Node",223-224a-a-1.net.uwa.edu.au,10.88.24.40,Switches and Hubs,Global/CRAWLEY/223/Second Floor,Reachable,Supported,ac:bc:d9:0f:2c:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2604YK5S, FOC2604YJXK, FOC2604YJW6",122 days 6 hrs ,7 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Physics,Edge-Node",223-224a-a-2.net.uwa.edu.au,10.88.24.41,Switches and Hubs,Global/CRAWLEY/223/Second Floor,Reachable,Supported,ac:bc:d9:03:51:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X","FOC2604YK52, FOC2604YK69, FOC2604YK3W, FOC2604YKAY, FOC2604YJFM, FOC2604YHVF",122 days 6 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"Aggregation Switch,DP-Physics",223-224a-g-1.net.uwa.edu.au,10.88.24.38,Switches and Hubs,Global/CRAWLEY/223/Second Floor,Reachable,Supported,c0:f8:7f:70:5f:60,C9500-24Y4C,FDO26161SUE,122 days 6 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",223-g33a-a-1.net.uwa.edu.au,10.88.24.43,Switches and Hubs,Global/CRAWLEY/223/Ground Floor,Reachable,Supported,40:06:d5:bd:b3:80,C9300L-48P-4X,FOC2604YK82,122 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,1
"DP-Physics,Edge-Node",223-g48-a-1.net.uwa.edu.au,10.88.24.42,Switches and Hubs,Global/CRAWLEY/223/Ground Floor,Reachable,Supported,40:06:d5:bd:57:80,"C9300L-24P-4X, C9300L-24P-4X","FOC2604YHXK, FOC2617ZB89",122 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Physics,Edge-Node",224-204-a-1.net.uwa.edu.au,10.88.24.119,Switches and Hubs,Global/CRAWLEY/224/Second Floor,Reachable,Supported,4c:ec:0f:90:10:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716Y98B, FOC2716YUZM, FOC2716YV1L, FOC2716YUEB, FOC2716YSZC, FOC2716YVD9, FOC2716YUEV",122 days 6 hrs ,7 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Physics,Edge-Node",224-1148-a-1.net.uwa.edu.au,10.88.24.118,Switches and Hubs,Global/CRAWLEY/224/First Floor,Reachable,Supported,4c:ec:0f:ac:92:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YV6P, FOC2716YUY1, FVH2835L3LG",40 days 7 hrs ,10 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Physics,Edge-Node",224-g15-a-1.net.uwa.edu.au,10.88.24.114,Switches and Hubs,Global/CRAWLEY/224/Ground Floor,Reachable,Supported,24:6c:84:0e:d4:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YVC7, FOC2716YUM1, FOC2716YTL7, FOC2716YSSB, FOC2716YV7V",122 days 6 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,2 alerts,8
"DP-Physics,Edge-Node",224-g15-a-2.net.uwa.edu.au,10.88.24.120,Switches and Hubs,Global/CRAWLEY/224/Ground Floor,Reachable,Supported,4c:ec:0f:cf:b2:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YULB, FOC2716YD7M, FOC2716YV3T, FOC2716YUX6, FOC2716YUWA, FOC2716YTWB",122 days 6 hrs ,11 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,2 alerts,10
"Aggregation Switch,DP-Physics",224-g15-g-1.net.uwa.edu.au,10.88.24.112,Switches and Hubs,Global/CRAWLEY/224/Ground Floor,Reachable,Supported,80:6a:00:6d:71:e0,C9500-24Y4C,FDO2614051N,122 days 6 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",224-g154-a-1.net.uwa.edu.au,10.88.24.115,Switches and Hubs,Global/CRAWLEY/224/Ground Floor,Reachable,Supported,24:6c:84:07:df:80,C9300L-48P-4X,FOC2716YVB4,122 days 6 hrs ,about 4 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",224-g160a-a-1.net.uwa.edu.au,10.88.24.116,Switches and Hubs,Global/CRAWLEY/224/Ground Floor,Reachable,Supported,24:6c:84:0e:bd:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2716YV4V, FOC2716YU5K",122 days 6 hrs ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",224-g167b-a-1.net.uwa.edu.au,10.88.24.117,Switches and Hubs,Global/CRAWLEY/224/Ground Floor,Reachable,Supported,24:6c:84:08:b3:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2716YV20, FOC2716YVAZ",122 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Physics,Edge-Node",225-162-a-1.net.uwa.edu.au,10.88.24.97,Switches and Hubs,Global/CRAWLEY/225/First Floor,Reachable,Supported,44:88:16:04:02:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YQJM, FOC2629YS0Y, FOC2629YNF0, FOC2629YRJT, FOC2629YMTL, FOC2629YR88, FOC2629YR7R",122 days 6 hrs ,13 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"Aggregation Switch,DP-Physics",225-162-g-1.net.uwa.edu.au,10.88.24.94,Switches and Hubs,Global/CRAWLEY/225/First Floor,Reachable,Supported,c0:f8:7f:70:84:e0,C9500-24Y4C,FDO26161SK6,122 days 6 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",225-201-a-1.net.uwa.edu.au,10.88.24.96,Switches and Hubs,Global/CRAWLEY/225/Second Floor,Reachable,Supported,88:fc:5d:5f:1e:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YNUE, FOC2629YNHP, FOC2629YNFK",122 days 6 hrs ,8 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",225-b12a-a-1.net.uwa.edu.au,10.88.24.98,Switches and Hubs,Global/CRAWLEY/225/Basement,Reachable,Supported,3c:8b:7f:ce:12:80,C9300L-48P-4X,FOC2629YRP4,122 days 6 hrs ,about 4 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Physics,Edge-Node",226-163-a-1.net.uwa.edu.au,10.88.24.26,Switches and Hubs,Global/CRAWLEY/226/First Floor,Reachable,Supported,ac:bc:d9:0f:2f:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X","FOC2604YK5L, FOC2604YJD5, FOC2529LJR8",122 days 6 hrs ,5 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"Aggregation Switch,DP-Physics",226-163-g-1.net.uwa.edu.au,10.88.24.24,Switches and Hubs,Global/CRAWLEY/226/First Floor,Reachable,Supported,c0:f8:7f:70:29:00,C9500-24Y4C,FDO26160PAS,122 days 6 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",226-275-a-1.net.uwa.edu.au,10.88.24.27,Switches and Hubs,Global/CRAWLEY/226/Second Floor,Reachable,Supported,40:06:d5:bd:a8:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X, C9300L-24P-4X","FOC2604YJF3, FOC2604YGU9, FOC2604YE71, FOC2604YJXJ, FOC2604YHSV, FOC2617ZBMZ",122 days 6 hrs ,7 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",227-g61-a-1.net.uwa.edu.au,10.88.40.60,Switches and Hubs,Global/CRAWLEY/227/Ground Floor,Reachable,Supported,3c:26:e4:05:89:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YL7H, FOC2629YRVE, FOC2629YNHK, FOC2629YS4T, FOC2629YNGD, FOC2629YR3L",122 days 5 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",235-g06f-a-1.net.uwa.edu.au,10.88.40.40,Switches and Hubs,Global/CRAWLEY/235/Ground Floor,Reachable,Supported,88:fc:5d:5f:43:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YS5T, FOC2629YQJU, FOC2629YKDV, FOC2629YP32, FVH2814L2QV",122 days 5 hrs ,36 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Science,Edge-Node",238-134-a-1.net.uwa.edu.au,10.88.40.112,Switches and Hubs,Global/CRAWLEY/238/First Floor,Reachable,Supported,8c:44:a5:8b:87:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FVH2814L3LF, FVH2814L2QS, FVH2812L2YP, FVH2814L2SV, FVH2814L3KQ",102 days 6 hrs ,4 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"Aggregation Switch,DP-Science",238-134-g-1.net.uwa.edu.au,10.88.40.37,Switches and Hubs,Global/CRAWLEY/238/First Floor,Reachable,Supported,84:eb:ef:58:54:c0,C9500-24Y4C,FDO25340DA9,102 days 7 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",238-204d-a-1.net.uwa.edu.au,10.88.40.113,Switches and Hubs,Global/CRAWLEY/238/Second Floor,Reachable,Supported,8c:44:a5:8b:7d:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X","FVH2814L3KM, FVH2812L2V2, FOC2617ZBXD",70 days 7 hrs ,about 5 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
Edge-Node,238-g02-a-2.net.uwa.edu.au,10.88.40.114,Switches and Hubs,Global/CRAWLEY/238/Ground,Reachable,Supported,b4:4c:90:40:dc:80,C9300L-48P-4X,FVH2814L3LM,98 days 6 hrs ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Science,Edge-Node",238-g14-a-1.net.uwa.edu.au,10.88.40.111,Switches and Hubs,Global/CRAWLEY/238/Ground,Reachable,Supported,8c:44:a5:8b:85:80,"C9300L-48P-4X, C9300L-24P-4X","FVH2814L3LD, FOC2545YGYN",83 days 7 hrs ,26 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",241-104-a-1.net.uwa.edu.au,10.88.24.13,Switches and Hubs,Global/CRAWLEY/241/First Floor,Reachable,Supported,80:24:8f:9e:cf:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YPBZ, FOC2542YKW5, FOC2604YJWQ, FOC2542YLEE, FOC2604YK4A, FOC2604YK5G, FOC2604YJVZ",101 days 3 hrs ,3 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Failed,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",242-g01-a-1.net.uwa.edu.au,10.88.24.50,Switches and Hubs,Global/CRAWLEY/242/Ground Floor,Reachable,Supported,40:06:d5:bd:da:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2604YK5Q, FOC2604YK68, FOC2604YKCS, FOC2604YK4J",122 days 6 hrs ,2 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Physics,Edge-Node",245-233-a-1.net.uwa.edu.au,10.88.24.69,Switches and Hubs,Global/CRAWLEY/245/Second Floor,Reachable,Supported,88:fc:5d:5f:56:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YQM7, FOC2629YREU, FOC2629YS1C, FOC2629YQNE, FOC2629YQL4",122 days 6 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"Aggregation Switch,DP-Physics",245-233-g-1.net.uwa.edu.au,10.88.24.62,Switches and Hubs,Global/CRAWLEY/245/Second Floor,Reachable,Supported,c0:f8:7f:70:66:40,C9500-24Y4C,FDO26161SVJ,122 days 6 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,8
"DP-Physics,Edge-Node",245-313-a-1.net.uwa.edu.au,10.88.24.70,Switches and Hubs,Global/CRAWLEY/245/Third Floor,Reachable,Supported,44:88:16:0e:94:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2629YQJP, FOC2629YQP4",122 days 6 hrs ,33 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
